feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,class
0.20137694,0.58474106,2.2602492e-07,0.27496457,0.59569484,-0.01978904,0.3505382,0.56550986,-0.032512043,0.4077476,0.55921835,-0.048168357,0.4471945,0.56184536,-0.06449142,0.35621014,0.40815642,-0.008528253,0.3961373,0.32330304,-0.024350507,0.4260468,0.28080672,-0.038407173,0.44726908,0.24705924,-0.04989491,0.31856582,0.38527343,-0.014719081,0.3525489,0.29606074,-0.04192333,0.35688928,0.34752205,-0.055381734,0.34658936,0.39449814,-0.05962629,0.2765826,0.37689397,-0.023642005,0.31019598,0.28262264,-0.05030696,0.31770334,0.33627725,-0.049299516,0.30500686,0.38407928,-0.04291278,0.2310041,0.3768176,-0.03481228,0.2620315,0.30649403,-0.055670343,0.27371716,0.34074202,-0.052588187,0.2663468,0.37897828,-0.046447836,0.66813874,0.5887069,-1.7488668e-07,0.60562193,0.5759591,-0.014406546,0.5397482,0.5480474,-0.02891313,0.48974365,0.5444399,-0.04649273,0.45592493,0.5704758,-0.06514494,0.54559827,0.4026253,-0.01502829,0.4985066,0.33938867,-0.037470184,0.47147447,0.29322544,-0.052385356,0.45237356,0.25425634,-0.064515635,0.5823575,0.37976727,-0.024590129,0.524107,0.4090764,-0.05913874,0.53353876,0.47290468,-0.0656739,0.55555326,0.5006266,-0.06314729,0.61880004,0.3835426,-0.037247274,0.56383437,0.43040532,-0.06634873,0.5726894,0.4796735,-0.058215845,0.59128064,0.4940897,-0.046998024,0.65187347,0.40347087,-0.052501995,0.60864615,0.456353,-0.06954338,0.6109357,0.49347633,-0.06313566,0.62451416,0.501678,-0.054576203,A
0.20134743,0.58329535,2.2191468e-07,0.27521834,0.59141636,-0.018615276,0.3490248,0.5612217,-0.031220652,0.40190586,0.5530437,-0.04691355,0.43883464,0.5526875,-0.06318872,0.3560028,0.40813053,-0.008400308,0.39432693,0.3215172,-0.024492955,0.42277247,0.27798697,-0.038545925,0.44292572,0.24225552,-0.04997941,0.3186912,0.38610652,-0.015279486,0.35232666,0.29726228,-0.042468287,0.3562368,0.34947008,-0.055674713,0.34563088,0.39604798,-0.059795305,0.2765817,0.37715542,-0.024763407,0.31019616,0.28405008,-0.051123038,0.31647685,0.3387458,-0.04911712,0.3031428,0.38596132,-0.042092863,0.23083642,0.37615702,-0.036429886,0.26230204,0.3063711,-0.05676099,0.27351227,0.34136307,-0.052819807,0.26562017,0.37916142,-0.046098646,0.6674672,0.58888435,-1.8178754e-07,0.6053415,0.57659566,-0.014097151,0.5397666,0.5474402,-0.028300134,0.49007428,0.54365623,-0.045689635,0.45612803,0.57142854,-0.06427317,0.54558927,0.4031837,-0.0138337435,0.49875033,0.34029654,-0.03578298,0.4718238,0.29414254,-0.050429635,0.45263833,0.25547868,-0.062436715,0.5820687,0.3805122,-0.02348818,0.5232156,0.40990525,-0.05773419,0.53334755,0.4738542,-0.06418091,0.55605906,0.50216943,-0.06162217,0.61829513,0.38423848,-0.03625977,0.56206834,0.43010628,-0.06542918,0.57141507,0.47989553,-0.05745649,0.59052664,0.49500605,-0.046263795,0.65137744,0.40390077,-0.051542897,0.60680354,0.4552944,-0.06849075,0.609414,0.49227452,-0.062040467,0.6235168,0.500641,-0.05348282,A
0.20171607,0.5784248,2.0324994e-07,0.2762943,0.586437,-0.019846624,0.3482317,0.55380976,-0.031478893,0.39474967,0.5321583,-0.045708023,0.42332023,0.5175114,-0.060160726,0.356343,0.40428045,-0.008532825,0.39539176,0.32010627,-0.024761902,0.42511013,0.27743337,-0.038330372,0.44661617,0.24331407,-0.048991144,0.31841406,0.38290387,-0.014386808,0.35168484,0.29653418,-0.041742463,0.35374227,0.3502713,-0.054221436,0.3419361,0.39707062,-0.05720581,0.27668774,0.37442452,-0.022982365,0.3087713,0.2878016,-0.049772654,0.31237158,0.34322688,-0.047250196,0.29744408,0.38850296,-0.039416246,0.23125307,0.3737778,-0.03386696,0.26133144,0.30598804,-0.054156452,0.27113897,0.34218293,-0.049774807,0.26218688,0.37882105,-0.04246095,0.66625386,0.58970493,-1.739766e-07,0.60372514,0.57665,-0.0145013565,0.5381762,0.5479484,-0.029149925,0.48788035,0.5454126,-0.0469623,0.45370528,0.57197547,-0.06586914,0.5450722,0.40270427,-0.014073821,0.49855256,0.3395796,-0.03638666,0.47137582,0.29310447,-0.05138046,0.45190704,0.2545702,-0.063547395,0.5814806,0.38048244,-0.02355734,0.523371,0.4109295,-0.057959165,0.53272295,0.47559384,-0.06440694,0.5548466,0.5031954,-0.061846577,0.61742336,0.3847882,-0.036243606,0.5618537,0.4306659,-0.065340236,0.5703412,0.48093903,-0.05703431,0.5888362,0.49567553,-0.04563866,0.65026516,0.4050923,-0.051535703,0.6063001,0.45634052,-0.06827551,0.6075543,0.4937069,-0.06155273,0.62052697,0.5022081,-0.052783564,A
0.20088461,0.58101875,1.909367e-07,0.2775492,0.58928216,-0.01486797,0.34940347,0.5628011,-0.026343763,0.402076,0.55742383,-0.041961256,0.43991828,0.5607661,-0.05823972,0.35060185,0.4090494,-0.00397832,0.38678277,0.31773022,-0.018334161,0.41628164,0.2830297,-0.030831106,0.43493792,0.25866574,-0.04044135,0.31425187,0.38799098,-0.012192287,0.34773493,0.29229146,-0.03755759,0.3540349,0.3455311,-0.04984009,0.34217185,0.3958255,-0.0529799,0.2740049,0.3795793,-0.02289291,0.30662212,0.28379983,-0.046769932,0.31510597,0.33768064,-0.045558766,0.301785,0.3864129,-0.039109994,0.2301065,0.37841728,-0.03551593,0.25975454,0.3059901,-0.05357598,0.2739695,0.34005776,-0.04994352,0.268233,0.37971175,-0.043634154,0.6666124,0.5904173,-1.8113577e-07,0.60434085,0.5773213,-0.014468501,0.5384771,0.54760677,-0.029065644,0.4885648,0.54452705,-0.046866566,0.4552294,0.57225007,-0.06578194,0.5464558,0.40276298,-0.013948476,0.49859932,0.34038985,-0.03609783,0.47136894,0.2939567,-0.050672587,0.45214403,0.25536972,-0.0625356,0.58282775,0.3801152,-0.02357993,0.52308846,0.41147158,-0.057690747,0.5327851,0.47671074,-0.06344987,0.55542505,0.503512,-0.060371418,0.61873674,0.38427797,-0.036457617,0.56128705,0.4306517,-0.065632455,0.5699507,0.48179388,-0.056869324,0.5889819,0.49599525,-0.045084048,0.6514056,0.40475827,-0.05193791,0.6061815,0.45647258,-0.06864499,0.60824543,0.49383125,-0.061567783,0.62247086,0.50130737,-0.052534714,A
0.20307332,0.57646775,1.8872629e-07,0.27738646,0.58205754,-0.017496258,0.34832954,0.546455,-0.027489664,0.39319184,0.52593935,-0.04049722,0.42125142,0.5164689,-0.053859018,0.35628337,0.4016452,-0.0059278235,0.394653,0.31937328,-0.021883763,0.42350957,0.2774884,-0.035563227,0.4456109,0.24329524,-0.046433553,0.3185386,0.38066706,-0.012616276,0.35108218,0.2983213,-0.04014792,0.3508165,0.3518289,-0.05284749,0.33825296,0.3983028,-0.05573325,0.27718678,0.3729176,-0.021848159,0.30861968,0.28825277,-0.048473377,0.3101869,0.34342235,-0.045317546,0.29483673,0.38869137,-0.03670217,0.23193344,0.3741488,-0.033207882,0.26134086,0.30677944,-0.052736495,0.2700898,0.34170732,-0.04737766,0.2610834,0.37711143,-0.039139483,0.6642347,0.5913819,-1.6956328e-07,0.6002139,0.5763343,-0.013350532,0.53537154,0.54714066,-0.027748432,0.48485547,0.54640836,-0.045614127,0.45075226,0.5731252,-0.06458179,0.54521745,0.40535954,-0.013546384,0.49884775,0.34088615,-0.03583391,0.47167724,0.2940892,-0.050871152,0.4517316,0.25563216,-0.0630984,0.5811697,0.3836992,-0.023379192,0.52262676,0.41657004,-0.05692839,0.5311415,0.47873285,-0.062918596,0.5527343,0.5028129,-0.06067204,0.61653537,0.388133,-0.036347505,0.55973214,0.43469787,-0.06416166,0.5685314,0.48315677,-0.055041254,0.58742154,0.49519745,-0.04374169,0.6489261,0.40829363,-0.05195584,0.6042429,0.45929527,-0.06758182,0.60627073,0.4945216,-0.06015994,0.62036484,0.5004754,-0.051180452,A
0.20167673,0.57875043,1.8185442e-07,0.27593043,0.59047127,-0.013803709,0.34646747,0.5614031,-0.023942744,0.39536685,0.5523527,-0.038292002,0.42857724,0.5559499,-0.053935602,0.35433242,0.40715292,-0.0042793425,0.39314866,0.32251805,-0.018910872,0.42320415,0.2821657,-0.03241488,0.44492424,0.2507345,-0.043386932,0.31741506,0.38482815,-0.012774902,0.3495615,0.29416302,-0.03913124,0.35458958,0.345545,-0.052850973,0.34311604,0.39532146,-0.057035334,0.27601707,0.37646747,-0.02323836,0.30799013,0.28572324,-0.047942907,0.31465447,0.34085608,-0.04670118,0.300891,0.389578,-0.040035922,0.23020296,0.37710622,-0.035447102,0.2596794,0.3064279,-0.053829554,0.27179465,0.34234118,-0.049589027,0.26509857,0.381475,-0.042718466,0.663962,0.5900881,-1.7638817e-07,0.5999007,0.575048,-0.013630063,0.53484285,0.5470536,-0.028160397,0.48456737,0.547496,-0.046095647,0.45116156,0.5724956,-0.065083176,0.545314,0.4043978,-0.014359181,0.4987302,0.34091827,-0.037170935,0.47163466,0.29396743,-0.05265503,0.45150667,0.25539076,-0.06502507,0.58117634,0.38275686,-0.024122313,0.52421415,0.41732344,-0.057647016,0.5316044,0.47962713,-0.06346951,0.5521043,0.50412613,-0.061167393,0.6167142,0.38773653,-0.037067413,0.5606223,0.43394065,-0.064999245,0.568035,0.48271292,-0.05569725,0.58613735,0.49552867,-0.044264827,0.6493054,0.40894583,-0.052669466,0.60543483,0.46048942,-0.06814597,0.6065151,0.49607202,-0.060366534,0.62026787,0.50241613,-0.05113325,A
0.20154372,0.5794374,1.7995691e-07,0.27600497,0.587299,-0.015968611,0.34845337,0.5543023,-0.02592064,0.39821368,0.5456103,-0.039730113,0.43015778,0.5490444,-0.0545943,0.35432446,0.4104835,-0.0041307136,0.39329976,0.32575294,-0.020672087,0.4226665,0.2825173,-0.035717774,0.44384632,0.24852556,-0.04761276,0.31651992,0.3880004,-0.011653864,0.3468383,0.29954934,-0.040094584,0.34824076,0.34707078,-0.05521751,0.3360454,0.39565012,-0.060154412,0.27481633,0.37940207,-0.02179019,0.30571982,0.29186335,-0.048285782,0.31029963,0.33997905,-0.048555907,0.2967392,0.386678,-0.04263615,0.2301361,0.37965515,-0.033942845,0.25838137,0.31122267,-0.05282959,0.267614,0.34083495,-0.04971359,0.25967088,0.37617695,-0.043710627,0.66065747,0.59189427,-1.6090763e-07,0.5954841,0.5758147,-0.010793855,0.53078836,0.54640985,-0.024243241,0.48156613,0.5487456,-0.041582998,0.44768032,0.5775231,-0.060332425,0.54123837,0.40989217,-0.0130436355,0.49756047,0.34293026,-0.034374315,0.4712944,0.2950815,-0.049353994,0.4513867,0.25606585,-0.06174566,0.57726026,0.38871342,-0.02390978,0.5243849,0.4256429,-0.055107523,0.53170586,0.4842073,-0.06053463,0.5519937,0.505083,-0.05921657,0.6127671,0.3939855,-0.03757916,0.55981934,0.44002172,-0.06305643,0.5665392,0.48641548,-0.05341531,0.58364457,0.49790627,-0.04296426,0.6455054,0.41420537,-0.053724866,0.60323256,0.46229827,-0.06767793,0.6036066,0.4976988,-0.059226133,0.6160349,0.5054033,-0.050098024,A
0.20158467,0.5793521,1.6267234e-07,0.2762879,0.5859633,-0.01628737,0.3469858,0.5491452,-0.025228387,0.3913268,0.529196,-0.037669394,0.41800728,0.5215759,-0.050834328,0.3538993,0.40794387,-0.0030300876,0.3920422,0.32579127,-0.018744744,0.41983607,0.28251928,-0.032932874,0.4396692,0.24798788,-0.044174682,0.3162206,0.38618967,-0.009922276,0.34652385,0.3002953,-0.03759725,0.34720507,0.34714472,-0.052143328,0.33506,0.39355466,-0.056551475,0.27486372,0.37792835,-0.019483663,0.30547357,0.29314208,-0.045852453,0.30947042,0.3412252,-0.04603381,0.29597548,0.386775,-0.03995411,0.2301616,0.37834838,-0.031044679,0.257962,0.31146848,-0.05016942,0.26711816,0.34082428,-0.047308475,0.25953263,0.37524408,-0.041310217,0.66065586,0.5908571,-1.6482456e-07,0.59619176,0.57522744,-0.011081459,0.53234756,0.5473069,-0.024435561,0.48394722,0.5497999,-0.04173427,0.4517755,0.57633954,-0.060246333,0.54158914,0.4080138,-0.012494481,0.49828154,0.34182495,-0.034197226,0.4728307,0.29509068,-0.049223445,0.4533289,0.2566953,-0.06140899,0.5771578,0.38762772,-0.023278546,0.52616733,0.4238448,-0.054801118,0.533508,0.4826349,-0.06019187,0.55319047,0.50336635,-0.058573645,0.61253065,0.39329106,-0.037033677,0.5602525,0.43878782,-0.063211314,0.5668293,0.48618594,-0.05340805,0.58357453,0.49757978,-0.042473882,0.6452331,0.4145226,-0.05326274,0.6033635,0.46393877,-0.06723695,0.60387236,0.4999622,-0.05837043,0.6165047,0.50679314,-0.04884575,A
0.19951318,0.5866272,1.8409995e-07,0.2745363,0.6046424,-0.020157387,0.34439546,0.5716771,-0.028397294,0.3863513,0.53869647,-0.038864862,0.40874714,0.5163033,-0.04960761,0.35428116,0.41676468,-0.0031463283,0.3898548,0.3366055,-0.017316585,0.4160707,0.29326802,-0.03085223,0.43752185,0.25972986,-0.041594308,0.31756875,0.390671,-0.006416975,0.34414142,0.3107677,-0.034018155,0.34890607,0.3482244,-0.050917134,0.3411399,0.3927803,-0.056627534,0.2753859,0.37970674,-0.01240964,0.30505085,0.30182743,-0.039471813,0.30847007,0.34463552,-0.04365551,0.29571497,0.3894155,-0.039584093,0.22906582,0.37948948,-0.02031533,0.25560525,0.31967443,-0.039193053,0.26308295,0.3474498,-0.03837388,0.25594544,0.38147247,-0.033376303,0.65342724,0.5987177,-1.48547e-07,0.5881227,0.5823345,-0.0113192815,0.52543074,0.5524146,-0.025942191,0.47750312,0.5534496,-0.04438445,0.44336912,0.58088326,-0.064279474,0.53875893,0.41395032,-0.014391724,0.4971973,0.3476184,-0.036190584,0.4715385,0.30065155,-0.05086139,0.4517589,0.26248595,-0.062922336,0.57579076,0.39424437,-0.025586355,0.5227751,0.43023148,-0.055918902,0.5305482,0.4883228,-0.06048145,0.5501862,0.5049882,-0.05881289,0.6114762,0.40118763,-0.039584823,0.5586321,0.44920522,-0.06467086,0.5661378,0.49607024,-0.05360031,0.582575,0.50334114,-0.042496804,0.6431166,0.4238996,-0.05604648,0.60075265,0.47323373,-0.06978589,0.6042248,0.5073237,-0.05997826,0.61842906,0.50977635,-0.04998971,A
0.19885541,0.58717614,1.7886758e-07,0.2711499,0.60599977,-0.021836229,0.3388839,0.57091343,-0.030645758,0.37286448,0.5245154,-0.040984485,0.38626888,0.4841122,-0.05111378,0.34817368,0.41282263,-0.0043535517,0.38397327,0.33304733,-0.019699475,0.41171774,0.29202253,-0.03365055,0.43344548,0.259983,-0.044189032,0.31285295,0.38916016,-0.0068432605,0.3433433,0.3089177,-0.03484406,0.34597594,0.35470757,-0.049908318,0.33470005,0.40072966,-0.053834744,0.27283195,0.37923965,-0.012322028,0.30349538,0.30057052,-0.039519325,0.30538929,0.34825248,-0.040488303,0.29045844,0.39130467,-0.034177914,0.22791344,0.37898707,-0.019993674,0.25593597,0.31859642,-0.039293654,0.2630025,0.3504009,-0.036778655,0.25335175,0.38469487,-0.030392878,0.65442973,0.5996833,-1.4125139e-07,0.58886015,0.5829067,-0.011458659,0.52535903,0.55318385,-0.02571261,0.47690257,0.5558336,-0.04386883,0.4434759,0.58535457,-0.0634304,0.538915,0.41485587,-0.0130062485,0.49703678,0.34806985,-0.03437162,0.47168523,0.3011475,-0.049292464,0.4520231,0.2626756,-0.06177738,0.57498693,0.39574188,-0.024398692,0.52335787,0.42963132,-0.055286966,0.5313775,0.4871112,-0.061038576,0.5511246,0.5042604,-0.060051717,0.61070126,0.402919,-0.038644228,0.55823535,0.4463998,-0.06456608,0.5661391,0.49404976,-0.054590676,0.5827926,0.5019645,-0.043953247,0.6432637,0.42594045,-0.05533175,0.60043615,0.47351494,-0.06963733,0.60395604,0.5083673,-0.06021257,0.61816895,0.5112751,-0.05043763,A
0.19892412,0.58529884,1.3617974e-07,0.27479222,0.60380596,-0.019992502,0.34405205,0.5632111,-0.027426016,0.3857909,0.51940817,-0.03678718,0.41124326,0.48854506,-0.04626456,0.35321608,0.41247702,-0.0008034197,0.38865268,0.33573774,-0.014787656,0.4144081,0.29422665,-0.028357657,0.43362433,0.26298553,-0.038827453,0.3164465,0.38719085,-0.0030248556,0.34563515,0.30972755,-0.028130556,0.34596807,0.35342222,-0.042074546,0.33426186,0.39684147,-0.045866165,0.2748079,0.37674996,-0.008252708,0.30463222,0.30138385,-0.03259063,0.3054655,0.3486589,-0.03153927,0.29115248,0.38965324,-0.024687894,0.22878455,0.3772725,-0.015600566,0.25604144,0.318078,-0.031992033,0.2628361,0.34981078,-0.027244106,0.2542112,0.3819551,-0.019876875,0.6530912,0.5995333,-1.4132905e-07,0.5888451,0.58277726,-0.011019318,0.5262625,0.5529892,-0.024912018,0.4791532,0.55527407,-0.042753104,0.44677737,0.5841649,-0.061949052,0.5373976,0.41592604,-0.013277129,0.4963489,0.34666872,-0.03473888,0.47136623,0.29974163,-0.0496051,0.451752,0.26155978,-0.061974626,0.57407105,0.39640358,-0.024779819,0.5238638,0.42957833,-0.056423962,0.53194994,0.48655492,-0.062536046,0.5516096,0.5040855,-0.061556187,0.6100954,0.40290716,-0.03904584,0.5584758,0.44656843,-0.0655731,0.5667734,0.49370962,-0.055846624,0.58350873,0.5012646,-0.0451127,0.6428317,0.42492163,-0.055631425,0.6000698,0.47295916,-0.070284486,0.60409284,0.5075182,-0.060909066,0.6185317,0.5097413,-0.0509786,A
0.19034529,0.6027698,1.2092153e-07,0.25687394,0.62892705,-0.023636276,0.3212729,0.61071944,-0.03468259,0.35609505,0.5765447,-0.04656927,0.36666912,0.5423655,-0.05818881,0.35321805,0.45187068,-0.007760992,0.39701378,0.38271987,-0.021625126,0.42465314,0.3503629,-0.03513048,0.44088838,0.32808805,-0.045261018,0.31557715,0.4180086,-0.009052794,0.34067363,0.3343455,-0.032542575,0.34172347,0.37568924,-0.046108145,0.3302089,0.4224952,-0.05064421,0.2721259,0.39932182,-0.013488077,0.29787064,0.3184774,-0.03649619,0.30124372,0.36107847,-0.038153525,0.28889844,0.40458012,-0.03423946,0.22456634,0.39350826,-0.020357285,0.24644548,0.3374034,-0.037632506,0.25381488,0.36626634,-0.03598718,0.24834578,0.39949557,-0.031164914,0.6599194,0.61565614,-2.0264017e-07,0.5905814,0.602942,-0.010793583,0.5274329,0.5751244,-0.02491319,0.4808113,0.57302445,-0.04291486,0.44588628,0.5990761,-0.06248203,0.54151493,0.4321984,-0.012971111,0.4993619,0.3709371,-0.035416916,0.474399,0.32532528,-0.052067135,0.45509946,0.28603342,-0.06561373,0.5766667,0.41162866,-0.024572827,0.52000225,0.44418606,-0.05585525,0.52288413,0.50287575,-0.062819906,0.5397632,0.52611697,-0.06269911,0.61073625,0.41894457,-0.038862344,0.555754,0.46476358,-0.06439191,0.5608176,0.513135,-0.0554591,0.5765077,0.5274889,-0.045666464,0.641198,0.44262052,-0.055660564,0.5992493,0.4933872,-0.07091777,0.6018813,0.5282659,-0.06315076,0.6158794,0.53500056,-0.054307923,A
0.19192308,0.60102916,1.9060519e-07,0.25718707,0.62523615,-0.026120147,0.31970218,0.60044885,-0.038347248,0.34644493,0.5513516,-0.05138962,0.349071,0.5039095,-0.06372282,0.34626022,0.439826,-0.0032913506,0.38176292,0.3636239,-0.017405268,0.40619278,0.3248276,-0.030805252,0.42070642,0.3009631,-0.04026716,0.3105876,0.4120751,-0.0031502114,0.3384643,0.33191505,-0.0279647,0.33927462,0.37385476,-0.042519547,0.32743227,0.42031717,-0.04640124,0.27055478,0.3961845,-0.0067081624,0.29888654,0.3220696,-0.030984603,0.3003507,0.36622736,-0.033218853,0.28532857,0.41036507,-0.028469449,0.22557178,0.38945878,-0.013029931,0.25091454,0.33304536,-0.030546296,0.25724283,0.36375046,-0.0295073,0.24906749,0.3988084,-0.024565812,0.64931315,0.6222964,-1.4664197e-07,0.586029,0.60436034,-0.010712435,0.5275748,0.5760518,-0.026257755,0.4830472,0.5748775,-0.045692917,0.45041004,0.6018056,-0.06670959,0.53874916,0.43569523,-0.014182155,0.500444,0.370767,-0.03638595,0.47640187,0.324746,-0.052565057,0.45794553,0.2861619,-0.0656799,0.574888,0.41645968,-0.025782064,0.5242196,0.44683373,-0.05520125,0.52691543,0.504949,-0.06093888,0.54323053,0.52549034,-0.060729884,0.6095641,0.4237295,-0.04005097,0.55796957,0.46390072,-0.06493088,0.5628635,0.51239413,-0.054504108,0.5790237,0.5249644,-0.0439947,0.6408821,0.4460795,-0.056646023,0.5974798,0.4921662,-0.07115777,0.59998673,0.5282477,-0.061633,0.6147325,0.53499055,-0.05174594,A
0.19202837,0.62618846,2.092843e-07,0.25920147,0.6255185,-0.016161881,0.32632223,0.6031288,-0.028579986,0.37529975,0.5983051,-0.044506885,0.41105613,0.6161077,-0.060625885,0.33872098,0.45854127,0.0018165597,0.37206972,0.38460335,-0.014994389,0.39904007,0.35226792,-0.03123946,0.41926098,0.33080938,-0.04289161,0.3063101,0.4348332,-0.0054613515,0.33573243,0.35958552,-0.031657893,0.3385719,0.40402508,-0.047816142,0.3304746,0.44962576,-0.052928463,0.26769227,0.42174423,-0.015827434,0.29223937,0.3577536,-0.039337598,0.29692298,0.4015149,-0.04172882,0.28865203,0.44134727,-0.03723601,0.22392158,0.4168398,-0.028368603,0.24419051,0.3681132,-0.042114623,0.25243255,0.398058,-0.037994936,0.25024778,0.42705816,-0.031386122,0.64808017,0.6641282,-2.3775966e-07,0.5835939,0.6579994,-0.014159209,0.52458453,0.6234467,-0.029498724,0.48461854,0.6048647,-0.047689073,0.45300692,0.62853175,-0.06728117,0.54200596,0.4630702,-0.014216285,0.5027823,0.40206206,-0.034815677,0.4752041,0.3563493,-0.050992873,0.45503125,0.31987494,-0.06432955,0.5789979,0.44189748,-0.024168916,0.5247915,0.46959704,-0.05239456,0.5250843,0.53010166,-0.057775717,0.5402696,0.5550518,-0.05664057,0.61354685,0.45080256,-0.036927518,0.5582367,0.48789623,-0.060451884,0.5588881,0.53783417,-0.05034641,0.5733737,0.5568906,-0.039657652,0.64399594,0.477188,-0.05261966,0.5992411,0.517168,-0.0669371,0.5972167,0.55580163,-0.057774678,0.60997635,0.5704955,-0.04756077,A
0.19763286,0.6766698,2.0298782e-07,0.2644089,0.6691843,-0.012593004,0.33303058,0.64967644,-0.026834356,0.38132086,0.6525217,-0.045717347,0.4132703,0.6675404,-0.06607833,0.3338104,0.5109588,-0.00798442,0.3740709,0.43520898,-0.027959874,0.4078013,0.39403993,-0.04400092,0.43242243,0.35955685,-0.05581606,0.30261496,0.49005887,-0.018911345,0.33474895,0.41219825,-0.04805479,0.3393857,0.46550584,-0.060933143,0.33044583,0.5127068,-0.063608356,0.26586354,0.48221412,-0.03183522,0.28878435,0.40941474,-0.05638942,0.29531533,0.45928556,-0.052907445,0.2871137,0.5017786,-0.04475448,0.2235495,0.4826984,-0.04684783,0.23859543,0.42429775,-0.06170567,0.24995366,0.45882642,-0.054369062,0.24774383,0.4938295,-0.04546187,0.65529174,0.69369864,-2.8176035e-07,0.58886707,0.6804193,-0.01007777,0.5296129,0.64720625,-0.02541455,0.48416305,0.64450383,-0.045007285,0.44810474,0.6750431,-0.06687627,0.5425886,0.50648224,-0.018897593,0.50040483,0.4416932,-0.04131713,0.47333062,0.39645126,-0.057812523,0.4518941,0.35824645,-0.07173842,0.5807104,0.4873762,-0.03167329,0.5226405,0.53359413,-0.06402419,0.52550155,0.5996426,-0.0709901,0.5430045,0.6277337,-0.07077191,0.61615944,0.49988523,-0.04630746,0.5537026,0.56106114,-0.07135543,0.5611984,0.612993,-0.061505955,0.5792501,0.62826556,-0.05154466,0.6455068,0.5288668,-0.06348606,0.5956048,0.58539456,-0.07765469,0.597763,0.6226305,-0.068214536,0.61313075,0.63128716,-0.058430668,A
0.20074788,0.6983931,2.1702547e-07,0.26987743,0.68709356,-0.014171139,0.3408719,0.6674447,-0.029941456,0.3934734,0.6701163,-0.04965516,0.43302253,0.6854576,-0.07032072,0.32487702,0.533785,-0.008857969,0.3523612,0.44530463,-0.027894493,0.38325948,0.41538274,-0.04327155,0.40083677,0.3943778,-0.053690355,0.29413867,0.5187136,-0.019161839,0.32501867,0.4283917,-0.04526966,0.33833697,0.4792295,-0.05750348,0.32961714,0.5240073,-0.06071011,0.2588867,0.5131535,-0.03185978,0.28608087,0.42595845,-0.053806376,0.29874876,0.47535628,-0.049880665,0.29001078,0.516712,-0.042258784,0.21832582,0.5145042,-0.046726137,0.23878056,0.4491777,-0.060386874,0.254811,0.48156336,-0.052735236,0.25113302,0.5153866,-0.044247963,0.65420794,0.704494,-1.9944765e-07,0.5824133,0.6916197,-0.009717247,0.5208368,0.65907615,-0.02256902,0.47527665,0.6600214,-0.039354082,0.44086885,0.69237965,-0.05849437,0.53784084,0.52515674,-0.01429956,0.4937617,0.45940667,-0.035313815,0.4667048,0.41363353,-0.049583834,0.44553113,0.37523016,-0.061563123,0.5766682,0.5040634,-0.02651956,0.5164027,0.5348487,-0.058278434,0.51908743,0.60421354,-0.06370962,0.53674704,0.63587356,-0.061446432,0.6129996,0.5130058,-0.040946998,0.55083567,0.5680351,-0.06781049,0.55638987,0.6260791,-0.05894721,0.5728959,0.6468856,-0.048174143,0.6431817,0.5395386,-0.057455756,0.59484744,0.5971389,-0.07264844,0.5953572,0.639623,-0.06395645,0.60904646,0.65237856,-0.054280728,A
